gene_name,p_val_adj
CD20 RECEPTOR,0.711053154664416
Hnrnp a1 protein gene extracted from Human gene for heterogeneous nuclear ribonucleoprotein (hnRNP) core protein A1,0.711053154664416
HGF Hepatocyte growth factor (hepapoietin A; scatter factor),0.711053154664416
ECP gene for eosinophil cationic protein,0.711053154664416
HLA-E MHC class I antigen HLA-E,0.7113456191871942
GL105 gene (histone H2B) extracted from H.sapiens genes for histones H2B.1 and H2A,0.7127867134311526
GATA3 GATA-binding protein 3,0.7151841162829015
"ZFX Zinc finger protein, X-linked",0.7151841162829015
RETINOIC ACID RECEPTOR RXR-BETA,0.7159743895924229
HETEROGENOUS NUCLEAR RIBONUCLEOPROTEIN U,0.7159743895924229
HNRPK Heterogeneous nuclear ribonucleoprotein K,0.7167745139712816
Transcriptional activator hSNF2a,0.7167745139712816
HPTPA mRNA,0.7167745139712816
IMMEDIATE-EARLY RESPONSE PROTEIN NOT,0.7169157368691786
MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 1,0.7174672014133747
EUKARYOTIC PEPTIDE CHAIN RELEASE FACTOR SUBUNIT 1,0.7180810761771806
MN1 mRNA,0.7188209520715203
APP Amyloid A4 protein of Alzheimer's disease,0.7194961703017678
B4B,0.7194961703017678
TOP2B Topoisomerase (DNA) II beta (180kD),0.7194961703017678
"COL1A1 Collagen, type I, alpha 1",0.7202675798371911
"Protein encoded by a candidate gene, DXS6673E, for mental retardation",0.7202675798371911
Galectin,0.7209032262927371
"A-589H1.2 from  Homo sapiens Chromosome 16 BAC clone CIT987-SKA-589H1  ~complete genomic sequence, complete sequence./ntype=DNA /annot=mRNA",0.7209032262927371
CYP3A7 Cytochrome P450 IIIA7 (P450-HFLa),0.7221912652933333
"PrP gene, exon 2",0.7221912652933333
MACROPHAGE INFLAMMATORY PROTEIN 1-ALPHA PRECURSOR,0.7227786757450555
ELASTASE IIIA PRECURSOR,0.7227786757450555
ANX6 Annexin VI (p68),0.7227786757450555
T-CELL ANTIGEN CD7 PRECURSOR,0.7233801825208634
T-CELL ANTIGEN CD7 PRECURSOR,0.7235525566554826
PRPS1 Phosphoribosyl pyrophosphate synthetase 1,0.7237280229867988
FACL1 Long chain fatty acid acyl-coA ligase,0.7238570812321831
Zinc finger homeodomain protein (ATBF1-A) mRNA,0.7238570812321831
MPZ Myelin protein zero (Charcot-Marie-Tooth neuropathy 1B),0.724341332993523
PROBABLE G PROTEIN-COUPLED RECEPTOR LCR1 HOMOLOG,0.724341332993523
"PTPN7 Protein tyrosine phosphatase, non-receptor type 7",0.724341332993523
AMPD3 Adenosine monophosphate deaminase (isoform E),0.724341332993523
"PKLR Pyruvate kinase, liver",0.724341332993523
"SDC4 Syndecan 4 (amphiglycan, ryudocan)",0.7243587240979792
"Transcription Factor E4tf1, Respiratory, Gamma 2 Subunit, Alt. Splice 4",0.7244010528102501
KIAA0006 gene,0.7257912774089843
Fatty acids omega-hydroxylase (cytochrome P-450HKV),0.7258833097052007
"Carboxyl Methyltransferase, Aspartate, Alt. Splice 1",0.7260433282956403
Peptide Yy,0.7262465476681584
CREM CAMP responsive element modulator,0.7268896359532739
CREM CAMP responsive element modulator,0.7271304187456255
GB DEF = Ltk mRNA,0.7272144944227169
PROBABLE PROTEIN DISULFIDE ISOMERASE ER-60 PRECURSOR,0.7284359117878344
Transformation-Related Protein,0.7286788421598699
Drebrin E,0.7286788421598699
Transcriptional activator hSNF2b,0.7301171137151443
"KIAA0007 gene, partial cds",0.7316737985948627
PTGS2 Prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),0.7316737985948627
Cyclooxygenase-2 (hCox-2) gene,0.7317136335153883
IARS Isoleucine-tRNA synthetase,0.7317136335153883
PBX2 mRNA,0.7317136335153883
Ras GTPase-activating-like protein (IQGAP1) mRNA,0.7319732298562885
"GB DEF = Inducible nitric oxide synthase gene, promoter and exon 1",0.7322340429656313
"TEC gene extracted from Human protein tyrosine kinase TEC (tec) gene, partial cds, and tyrosine kinase TXK (txk) gene",0.7322340429656313
ZNF33B gene,0.7322985543634337
DRPLA Dentatorubral-pallidoluysian atrophy,0.7322985543634337
Transcription Factor Iiia,0.7322985543634337
MCM3 Minichromosome maintenance deficient (S. cerevisiae) 3,0.7333742904161278
TBXA2R Thromboxane A2 receptor,0.7333742904161278
DNA-DIRECTED RNA POLYMERASE II 23 KD POLYPEPTIDE,0.7343090080708808
GB DEF = PMS2 related (hPMSR2) gene,0.7349943157644195
RING3 PROTEIN,0.7351750050064808
RING3 PROTEIN,0.7351750050064808
Very-long-chain acyl-CoA dehydrogenase (VLCAD),0.7351750050064808
MacMarcks mRNA,0.7351750050064808
"CALM1 Calmodulin 1 (phosphorylase kinase, delta)",0.7351750050064808
LEP Leptin (murine obesity homolog),0.7351750050064808
GB DEF = HLA-B null allele mRNA,0.7363571136710391
"GB DEF = Integral membrane protein (NRAMP1) gene, exon 5",0.7363571136710391
GB DEF = Histone deacetylase HD1 mRNA,0.7365719162491332
KIAA0139 gene,0.7367016261986211
DAGK4 Diacylglycerol kinase delta,0.7367342168887994
GCN5-like 1,0.7367342168887994
TIAL1 TIA1 cytotoxic granule-associated RNA-binding protein-like 1,0.7367342168887994
Suppressor for yeast mutant,0.7367342168887994
"Ras homologue enriched in brain (RHEB) gene, Ras-related GTP binding protein gene",0.7383933158160126
"YWHAH Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide",0.7389752394333512
KIAA0162 gene,0.7393726586525463
SB1.8/DXS423E,0.7398903628164729
HXC-26 mRNA,0.7398903628164729
Myc-associated zinc-finger protein of human islet,0.7411874941042776
SHPS-1,0.7414309692225214
SHPS-1,0.7414309692225214
Allograft inflammatory factor-1 (AIF-1) mRNA,0.7414309692225214
KIAA0203 gene,0.7418699059187306
SMCY (H-Y) mRNA,0.7422329685455915
CD24 signal transducer mRNA and 3' region,0.7423012592601683
LRP1 ATL-derived PMA-responsive (APR) peptide,0.7440305458916628
"GNAZ Guanine nucleotide binding protein (G protein), alpha z polypeptide",0.7457169296330328
"Non-Specific Cross Reacting Antigen (Gb:D90277), Alt. Splice Form 2",0.7457169296330328
G6PD gene (glucose-6-phosphate dehydrogenase) extracted from H.sapiens G6PD gene for glucose-6-phosphate dehydrogenase,0.7467497224055404
Heterogeneous Nuclear Ribonucleoprotein A/B,0.7467497224055404
"Collagen, Type Vi, Alpha 2, Alt. Splice 2",0.7467497224055404
"Small Nuclear Ribonucleoprotein, Polypeptide C, Alt. Splice 2",0.7467497224055404
GB DEF = Sickle cell beta-globin mRNA,0.7469315671814122
"Globin, Beta",0.7479817546550792
"Transcription Factor Oct-1a/1b, Alt. Splice 2, Oct-1b",0.7479817546550792
Adrenal-Specific Protein Pg2,0.7480188707199862
RPS3 Ribosomal protein S3,0.7480737449650033
RPS3 Ribosomal protein S3,0.7481138533667586
"Heterogeneous Nuclear Ribonucleoprotein I, Alt. Splice 2, Ptb-1",0.7482363113589545
Chorionic Somatomammotropin Hormone Cs-5,0.7482363113589545
Interferon-gamma receptor alpha chain gene,0.7502271153236448
Prolactin-Induced Protein,0.7510203815490266
CHGA Chromogranin A,0.7510203815490266
37 kD laminin receptor precursor/p40 ribosome associated protein gene,0.7510203815490266
"Cytochrome P450, Subfamily Iic, Alt. Splice Form 2",0.7510203815490266
"PFKM Phosphofructokinase, muscle",0.7510786589822487
"PRG2 Proteoglycan 2, bone marrow (natural killer cell activator, eosinophil granule major basic protein)",0.7519303037343088
"Nuclear Mitotic Apparatus Protein 1, Alt. Splice Form 2",0.7519303037343088
Monocyte Chemotactic Protein 1,0.7519303037343088
"Tubulin, Alpha 1, Isoform 44",0.7519303037343088
"PPP3CA Protein phosphatase 3 (formerly 2B), catalytic subunit, alpha isoform (calcineurin A alpha){alternative products}",0.7519303037343088
Helix-Loop-Helix Protein Sef2-1d,0.7522457762986381
DM kinase gene (myotonic dystrophy kinase) extracted from Human myotonic dystrophy kinase (DM kinase) gene,0.7522457762986381
KIT V-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog,0.7524496775575695
"C-myb gene extracted from Human (c-myb) gene, complete primary cds, and five complete alternatively spliced cds",0.7526007813125013
Single-Stranded Dna-Binding Protein Mssp-1,0.7526007813125013
Serine/Threonine Kinase (Gb:Z25427),0.7526825528385609
Gamma-Glutamyltransferase 1 (Gb:J04131),0.7530441893853813
"Clathrin, Light Polypeptide B, Alt. Splice 2",0.7560649239227001
LMNA Lamin A,0.7560649239227001
Lung Surfactant Protein D,0.7560649239227001
SNRP70 U1 snRNP 70K protein,0.7560649239227001
"Myosin, Light Chain, Alkali, Smooth Muscle (Gb:U02629), Non-Muscle, Alt. Splice 2",0.7560649239227001
"Myosin, Light Chain, Alkali, Smooth Muscle (Gb:U02629), Non-Muscle, Alt. Splice 2",0.7560649239227001
"Epican, Alt. Splice 11",0.7560649239227001
"Epican, Alt. Splice 1",0.7560983266644654
"Elastin, Alt. Splice 2",0.7561199359224077
"Elastin gene, partial cds and partial 3'UTR",0.7564233733002221
"Elastin gene, partial cds and partial 3'UTR",0.7577731527829737
DNM1 Dynamin 1,0.7577921411026383
"Heterogeneous Nuclear Ribonucleoprotein K, Alt. Splice 1",0.7588653165136304
PR264 gene,0.7600618860797698
Plasma Membrane Calcium Pump Hpmca2a,0.7600618860797698
"Major Histocompatibility Complex, Class Iii, Rp1, Alt. Splice 1",0.7601157953340891
Unknown protein gene extracted from Human ribosomal protein S24 mRNA,0.7602230232316373
MANB Mannosidase alpha-B (lysosomal),0.7616752101186971
Id1,0.7629491733539482
"Dnaj Homolog (Gb:X63368), Alt. Splice Form 2",0.7629491733539482
"Gtp Cyclohydrolase I, Alt. Splice 1",0.7629491733539482
"Myelin Proteolipid Protein, Alt. Splice 2",0.7629491733539482
Protein Kinase (Gb:M59287),0.7629491733539482
"Proto-Oncogene C-Myc, Alt. Splice 3, Orf 114",0.7629491733539482
MYC V-myc avian myelocytomatosis viral oncogene homolog,0.7643070191592483
IGF2 Insulin-like growth factor 2 (somatomedin A),0.7643638838493625
"Amyloid Beta (A4) Precursor Protein, Alt. Splice 2, A4(751)",0.7662678536887618
"Mucin 1, Epithelial, Alt. Splice 9",0.7662678536887618
Insulin-Like Leydig Hormone,0.7662678536887618
Tyrosine Kinase Syk,0.7667701477395531
"P72syk {G insertion nucleotide 92} [human, Jurkat E6-1 J.CaM1 cells, mRNA Partial Mutant, 1909 nt]",0.7671300949631239
"Homeotic Protein A1, Class I, Alt. Splice 1",0.7678804163916163
Surfacant Protein Sp-A2 Delta,0.7683157397143123
"GNAS1 Guanine nucleotide binding protein (G protein), alpha stimulating activity polypeptide 1",0.768355580194379
"Dystrophin-Associated Glycoprotein, 50 Kda, Alt. Splice 2",0.768355580194379
GB DEF = Endogenous retrovirus type C oncovirus sequence,0.7685469699594125
Olfactory Receptor Or17-201,0.7686804045942806
Cathepsin B,0.7707580613931286
Urokinase-type plasminogen activator receptor gene extracted from Human urokinase-type plasminogen receptor,0.7712697479170832
GLUD1 Glutamate dehydrogenase,0.7721883084008813
Guanine Nucleotide-Binding Protein Rab5c-Like Protein,0.7721883084008813
Lim-Domain Transcription Factor Lim-1,0.7736990558481833
Glycogenin,0.7736990558481833
Dematin,0.7736990558481833
"Transcription Factor Mef2, Alt. Splice 2",0.7739680439522735
Spinal Muscular Atrophy 4,0.77471004645521
"Oncogene Mll-Af4, Fusion Activated",0.77471004645521
PML Probable transcription factor PML {alternative products},0.77471004645521
"Rhesus (Rh) Blood Group System Ce-Antigen, Alt. Splice 2, Rhvi",0.77471004645521
"Rhesus (Rh) Blood Group System Ce-Antigenl, Alt. Splice 3, Rhviii",0.77471004645521
"Adducin, Alpha Subunit, Alt. Splice 3",0.77471004645521
"Placental Protein 14, Endometrial Alpha 2 Globulin, Alt. Splice 3",0.77471004645521
"Mucin 6, Gastric (Gb:L07517)",0.7762023398227331
CD70 CD70 antigen (CD27 ligand),0.7763648462129504
"GB DEF = Dopamine D4 receptor {exon 1} [human, brain tumor tissue, mRNA Partial Mutant, 386 nt]",0.7767097865700893
Pre-T/Nk-Cell-Associated Protein 1f6,0.7769472000403156
"Sulfotransferase, Phenol-Preferring",0.7769472000403156
SIGNAL TRANSDUCER AND ACTIVATOR OF TRANSCRIPTION 1-ALPHA/BETA,0.7769472000403156
IG EPSILON CHAIN C REGION,0.7787051696761695
"Ig alpha 2=immunoglobulin A heavy chain allotype 2 {constant region, germ line} [human, peripheral blood neutrophils, Genomic, 1799 nt]",0.7787051696761695
"(hybridoma H210) anti-hepatitis A IgG variable region, constant region, complementarity-determining regions mRNA",0.7791751972352228
INS Insulin,0.7804701251346519
Metallothionein isoform 2,0.7804701251346519
Metallothionein isoform 2,0.7804701251346519
Non-histone chromosomal protein HMG-14 mRNA,0.7812954538852881
ANT2 Adenine nucleotide translocator 2 (fibroblast),0.7841041132583355
"P4HB Procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), beta polypeptide (protein disulfide isomerase; thyroid hormone binding protein p55)",0.7841041132583355
GYPE Glycophorin E,0.7841041132583355
GLYCOPHORIN B PRECURSOR,0.7841041132583355
CA2 Carbonic anhydrase II,0.7843502732245152
Protein kinase C substrate 80K-H gene (PRKCSH),0.7860450975099411
PSAP Sulfated glycoprotein 1,0.7862512994195932
TOP1 DNA topoisomerase I,0.7863654946149646
LAMP1 Lysosome-associated membrane protein 1,0.7868214043423409
IGF2R Insulin-like growth factor 2 receptor,0.7871505237882213
CR2 Complement component (3d/Epstein Barr virus) receptor 2,0.7871505237882213
"PAI2 Plasminogen activator inhibitor, type II (arginine-serpin)",0.7871505237882213
GB DEF = Activin beta-A subunit (exon 2),0.7880526025629608
"Annexin V (ANX5) gene, 5'-untranslated region",0.7884098350255992
LYZ Lysozyme,0.7884098350255992
"Phosphatase 2A mRNA, partial cds",0.7884155375120249
GSTM4 Glutathione S-transferase M4,0.7884194452510576
INTERPHOTORECEPTOR RETINOID-BINDING PROTEIN PRECURSOR,0.7884435276787553
Keratin 10 type I intermediate filament (KRT10) mRNA,0.7888089902031806
CALMODULIN,0.7891190847671673
SCYA4 Small inducible cytokine A4 (homologous to mouse Mip-1b),0.7893153237150118
SCYA4 Small inducible cytokine A4 (homologous to mouse Mip-1b),0.7899870930935907
Leukosialin (CD43) gene,0.7899870930935907
SSB Sjogren syndrome antigen B (autoantigen La),0.7917269364404305
"ACP5 Acid phosphatase 5, tartrate resistant",0.7917269364404305
PGC Gastricsin (pepsinogen C),0.7935911008449746
SmB protein gene extracted from Human gene for small nuclear ribonucleoproteins SmB and SmB',0.7935911008449746
GFAP Glial fibrillary acidic protein,0.7935911008449746
GB DEF = mRNA fragment for elongation factor TU (N-terminus),0.7947237635947983
(clone pA3) protein disulfide isomerase related protein (ERp72) mRNA,0.7948136019803915
CTSE Cathepsin E,0.7951578921610077
TIMP2 Tissue inhibitor of metalloproteinase 2,0.7951578921610077
"MHC cell surface glycoprotein (HLA-DQA) mRNA, 3'end",0.7957446406514411
HLA-DQA1 MHC class II DQ alpha,0.7958071074095828
GB DEF = T-cell receptor active alpha-chain mRNA from Jurkat cell line,0.8000678415743143
"FNTA Farnesyltransferase, CAAX box, alpha",0.8000678415743143
RD Radin blood group,0.8002272417572781
ZNF148 Zinc finger protein 148 (pHZ-52),0.8003217755789694
IRF1 Interferon regulatory factor 1,0.8003217755789694
HISTATIN 3 PRECURSOR,0.8010749288496691
DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 1,0.8020868004988821
"MEF2C MADS box transcription enhancer factor 2, polypeptide C (myocyte enhancer factor 2C)",0.8024753083448695
APLP2 Amyloid beta (A4) precursor-like protein 2,0.8024753083448695
EEF1A2 Eukaryotic translation elongation factor 1 alpha 2,0.8030163754393792
LTB Lymphotoxin-beta,0.8030163754393792
TKT Transketolase (Wernicke-Korsakoff syndrome),0.8033269094199748
Beta adaptin protein mRNA,0.8040157569462737
PRHX Proline-rich homeodomain-containing transcription factor (symbol provisional),0.8057279980361476
"GB DEF = NF-kappa-B p65delta3 mRNA, spliced transcript lacking exons 6 and 7, partial cds",0.8060246611086925
Of p65 gene encoding p65 subunit of transcription factor NF-kappaB,0.8060246611086925
FRAGILE X MENTAL RETARDATION 1 PROTEIN,0.8064113274900367
"GB DEF = Interleukin-8 receptor type B (IL8RB) mRNA, splice variant IL8RB4, partial cds",0.8072608389943953
HOMEOBOX/POU DOMAIN PROTEIN RDC-1,0.8072608389943953
Cell division control related protein (hCDCrel-1) mRNA,0.8072608389943953
GB DEF = Corticotropin releasing factor receptor mRNA,0.8072608389943953
GB DEF = B-lymphocyte cell-surface antigen B1 (CD20),0.809606332089977
DDIT1 DNA-damage-inducible transcript 1,0.8101279612039135
"DCI Dodecenoyl-Coenzyme A delta isomerase (3,2 trans-enoyl-Coenzyme A isomerase)",0.8102705737605768
LBR Lamin B receptor,0.8102705737605768
"Neuron-specific RNA recognition motifs (RRMs)-containing protein [human, hippocampus, mRNA, 1992 nt]",0.8102705737605768
GRB2 Growth factor receptor-bound protein 2,0.8104585645857657
"GB DEF = GPSAT=glycophorin SAT [human, peripheral bloods, mRNA Partial, 407 nt]",0.812207908957731
PROBABLE G PROTEIN-COUPLED RECEPTOR GPR3,0.8138520000826283
"GB DEF = 4-aminobutyrate aminotransferase [human, neuroblastoma BE cells, mRNA Partial, 1352 nt]",0.8138730034026119
"GB DEF = Gamma-aminobutyric acid transaminase mRNA, partial cds",0.814570024783761
"ATP6B2 ATPase, H+ transporting, lysosomal (vacuolar proton pump), beta polypeptide, 56/58kD, isoform 2",0.8153740637365505
Phosphodiesterase I alpha,0.8155673185043187
VIP2 receptor,0.8155673185043187
GB DEF = (clone hEHK1-L) EHK1 receptor tyrosine kinase ligand (EFL-2) mRNA,0.8155673185043187
Lamin B gene extracted from Human lamin B mRNA,0.8155673185043187
ARF4L ADP-ribosylation factor 4-like,0.8155673185043187
DDB1 Damage-specific DNA binding protein 1 (127 kD),0.8156899046467933
DP2 (Humdp2) mRNA,0.8156899046467933
"(clone S31i125) mRNA, 3' end of cds",0.8156899046467933
STAT5A Signal transducer and activator of transcription 5A,0.8156899046467933
"GCNT1 Glucosaminyl (N-acetyl) transferase 1, core 2 (beta-1,6-N-acetylglucosaminyltransferase)",0.8156899046467933
PP2A B56-beta mRNA,0.8156899046467933
(clone EST02946) mRNA,0.8189425361674526
"GB DEF = Clone 110298 map Xq28, mRNA sequence",0.8225246174375949
DNL1L gene extracted from Homo sapiens chromosome X region from filamin (FLN) gene to glucose-6-phosphate dehydrogenase (G6PD) gene's,0.8230371067320023
"GB DEF = (cell line HL-60) alpha topoisomerase truncated-form mRNA, 3'UTR",0.8230371067320023
ZFM1 protein alternatively spliced product,0.8232941854036124
"GB DEF = Splicing factor, SF1-Bo isoform",0.8257100772064533
Mutant coseg gene for vasopressin-neurophysin precursor,0.8258835869943628
EEF1G Translation elongation factor 1 gamma,0.8258835869943628
GB DEF = DNA for cellular retinol binding protein (CRBP) exons 3 and 4,0.8261154969636519
OIAS (2'-5') oligoadenylate synthetase,0.8261154969636519
TCRA T cell receptor alpha-chain,0.826466981032099
PROBABLE PROTEIN DISULFIDE ISOMERASE ER-60 PRECURSOR,0.8269967685407051
"C1NH Complement component 1 inhibitor (angioedema, hereditary)",0.827718512529291
PKS PROTO-ONCOGENE SERINE/THREONINE-PROTEIN KINASE,0.827718512529291
ROS1 Transmembrane tyrosine-specific protein kinase ROS1,0.8277508699059603
BCL2 B-cell CLL/lymphoma 2,0.8277508699059603
"GB DEF = Uroporphyrinogen decarboxylase (URO-D) gene, partial cds",0.8277508699059603
"ENO1 Enolase 1, (alpha)",0.8277508699059603
"CD2 CD2 antigen (p50), sheep red blood cell receptor",0.829197708576914
IL6 Interleukin 6 (B cell stimulatory factor 2),0.829258904008787
IL6 Interleukin 6 (B cell stimulatory factor 2),0.8293858423622207
SELL Leukocyte adhesion protein beta subunit,0.8293858423622207
Transducin beta-2 subunit mRNA,0.8296428328009523
HCK Hemopoietic cell kinase,0.8307247117387326
"ELA1 Elastase 1, pancreatic (elastase IIA)",0.8307247117387326
"Histone H4 gene, clone FO108",0.8307247117387326
PIM1 Pim-1 oncogene,0.8309463984730495
"Homeo box c8 protein, mRNA",0.8316094543329543
Interleukin 8 (IL8) gene,0.8347704106005235
INTERLEUKIN-8 PRECURSOR,0.8349666937160917
"HLA CLASS II HISTOCOMPATIBILITY ANTIGEN, DQ(2) ALPHA CHAIN PRECURSOR",0.8352003993609032
TRANSFORMING PROTEIN ERG,0.8362844502292915
TH Tyrosine hydroxylase,0.8362844502292915
"PRKACB gene (protein kinase C-beta-2) extracted from Human protein kinase C beta 1 and 2 genes, next to last",0.8373534407206789
"MPO from  Human myeloperoxidase gene, exons 1-4./ntype=DNA /annot=exon",0.8389934733399046
"ELA2 Elastatse 2, neutrophil",0.83947090591345
"GB DEF = Neutrophil elastase gene, exon 5",0.8394969824109177
GB DEF = Cystic fibrosis antigen mRNA,0.8407131472669511
CD19 gene,0.8407131472669511
"GB DEF = Lymphocyte-specific protein tyrosine kinase (LCK) gene, exon 1, and downstream promoter region",0.8436003320835064
"GB DEF = Mitochondrial ubiquinone-binding protein (QP) gene, exon 4",0.8436061178551066
UQCRB Ubiquinol-cytochrome c reductase binding protein,0.8436542469529502
T-CELL SURFACE GLYCOPROTEIN CD3 EPSILON CHAIN PRECURSOR,0.8440754465902846
JUP Junction plakoglobin,0.8440754465902846
DNA-BINDING PROTEIN A,0.8440754465902846
SAT Spermidine/spermine N1-acetyltransferase,0.8459442538795026
PIM1 Pim-1 oncogene,0.8466283072135322
"Na,K-ATPase beta-1 subunit mRNA",0.8473909492148046
BRAIN NATRIURETIC PEPTIDE PRECURSOR,0.8488762342103693
HLA-DQA1 MHC class II DQ alpha,0.848901969105479
"SCAD gene, exon 1 and joining features",0.8493273898468146
"GB DEF = Topoisomerase type II (Topo II) mRNA, partial cds",0.8493273898468146
CAMP-RESPONSE ELEMENT BINDING PROTEIN,0.8509835695148807
"KERATIN, TYPE I CYTOSKELETAL 17",0.8518331931273834
CELL SURFACE GLYCOPROTEIN MUC18 PRECURSOR,0.8518780649150662
CELL SURFACE GLYCOPROTEIN MUC18 PRECURSOR,0.8518780649150662
CELL SURFACE GLYCOPROTEIN MUC18 PRECURSOR,0.853061676253316
JUNB Jun B proto-oncogene,0.8531811294330429
"GB DEF = Partial cDNA sequence, farnesyl pyrophosphate synthetase like-4",0.8531811294330429
"ADRB3 Adrenergic, beta-3-, receptor",0.8531811294330429
"GB DEF = Alpha-I spectrin gene, exon 12",0.8531811294330429
"Tryptase-III mRNA, 3' end",0.854451320713277
GB DEF = Casein kinase II beta subunit mRNA,0.8546954823391587
Amphiregulin (AR) gene,0.8565812081578079
Insulin-like growth factor binding protein (hIGFBP1) gene,0.8565812081578079
GB DEF = PTX3 gene promotor region,0.8565812081578079
"GB DEF = Propionyl-CoA carboxylase beta-subunit (beta-PCC) gene, partial cds (mutant delta-ATC)",0.8570023276061365
MYL1 Myosin light chain (alkali),0.8575985086649516
Proto-oncogene BCL3 gene,0.8575985086649516
CYP11B1 Cytochrome P450 11 beta,0.8576839186251652
CYP11B1 Cytochrome P450 11 beta,0.8577026808477812
TNFR1 Tumor necrosis factor receptor 1 (55kD),0.8580182381891479
SRM Spermidine synthase,0.8582558496133145
"GB DEF = Insulin-like growth factor binding protein-2 [human, placenta, Genomic, 1342 nt, segment 4 of 4]",0.8588322041433232
Interferon-inducible RNA-dependent protein kinase (Pkr) gene,0.860763426975968
"MYL4 Myosin, light polypeptide 4, alkali; atrial, embryonic",0.860763426975968
GYPC Glycophorin C (Gerbich blood group),0.863725345043654
"POU2F2 POU domain, class 2, transcription factor 2",0.8641906763986706
"POU2F2 POU domain, class 2, transcription factor 2",0.8643188543153549
GRO2 GRO2 oncogene,0.8643346568039
GRO3 GRO3 oncogene,0.8649522513868096
"PLCG2 Phospholipase C, gamma 2 (phosphatidylinositol-specific)",0.8659825734994094
"Na+,K+ -ATPase catalytic subunit alpha-III isoform gene",0.8659825734994094
"Transforming growth factor-beta mRNA, clone pTGF-beta-trp114",0.866052520840698
AMELY Amelogenin (chromosome Y encoded),0.866052520840698
"KCNA5 Potassium voltage-gated channel, shaker-related subfamily, member 5",0.8662378054249822
MHC class II HLA-DP light chain mRNA,0.8662378054249822
Interleukin 10 (IL10) gene,0.8675981738617681
CALMODULIN-RELATED PROTEIN NB-1,0.8677267551988794
COMT Catechol-O-methyltransferase,0.8677267551988794
GB DEF = Atrial natriuretic peptide clearance receptor (ANP-C receptor),0.8694253750791519
"GB DEF = Neurokinin A receptor (NK-2R) gene, exon 5",0.870022539446544
Protein phosphatase-2A catalytic subunit-alpha gene extracted from Human protein phosphatase 2A catalytic subunit-alpha gene,0.8709393445777289
WT1 Wilms tumor 1,0.8713771766749824
U1 SMALL NUCLEAR RIBONUCLEOPROTEIN A,0.8713771766749824
SPECTRIN ALPHA CHAIN,0.8713771766749824
AHCY S-adenosylhomocysteine hydrolase,0.8713771766749824
IGFBP4 Insulin-like growth factor-binding protein 4,0.8720775977100514
"GB DEF = Alpha-1 Ig germline C-region membrane-coding region, 3' end",0.8730014099560717
GLUL Glutamate-ammonia ligase (glutamine synthase),0.8730014099560717
ZFP36 Zinc finger protein homologous to Zfp-36 in mouse,0.8730014099560717
Interferon-gamma induced protein (IFI 16) gene,0.8730014099560717
COMT Catechol-O-methyltransferase,0.8730014099560717
"G0S2 gene extracted from Human GOS2 gene, 5' flank and cds",0.8741427090500428
PML Probable transcription factor PML {alternative products},0.8741427090500428
"IDUA Iduronidase, alpha-L-",0.8745476586947651
"LIPA Lipase A, lysosomal acid, cholesterol esterase",0.8750594000204462
"LIPA Lipase A, lysosomal acid, cholesterol esterase",0.8753798870923014
EUKARYOTIC PEPTIDE CHAIN RELEASE FACTOR SUBUNIT 1,0.8762306941236582
Pmel 17 mRNA,0.8762306941236582
"USF2a & USF2b, clone P2",0.8762306941236582
"POLD1 Polymerase (DNA directed), delta 1, catalytic subunit (125kD)",0.8762306941236582
RING3 PROTEIN,0.8765129001192989
"ATP1B2 ATPase, Na+/K+ transporting, beta 2 polypeptide",0.8765129001192989
"ITGAX Integrin, alpha X (antigen CD11C (p150), alpha polypeptide)",0.8767498019651236
"PFC Properdin P factor, complement",0.8770345867117797
HMG2 High-mobility group (nonhistone chromosomal) protein 2,0.8779304391217108
NF-IL6-beta protein mRNA,0.8779304391217108
THYMOSIN BETA-10,0.8786964818725305
COL16A1 Alpha-1 type XVI collagen,0.8786964818725305
SET PROTEIN,0.879739026230725
N-type calcium channel alpha-1 subunit mRNA,0.879739026230725
"GB DEF = DAT1 gene, partial, VNTR",0.879739026230725
HLF Hepatic leukemia factor,0.8801020253557181
"ID2 Inhibitor of DNA binding 2, dominant negative helix-loop-helix protein",0.8802218475226515
VALYL-TRNA SYNTHETASE,0.8802218475226515
"CD36 CD36 antigen (collagen type I receptor, thrombospondin receptor)",0.8805512775821391
"PDE6B Phosphodiesterase 6B, cGMP-specific, rod, beta",0.8805512775821391
IGL@ Immunoglobulin lambda light chain,0.8815706924614302
"Cellular adhesion regulatory molecule [human, mRNA, 429 nt]",0.8841383709112851
HMFG,0.8847140313997632
Cytoplasmic antiproteinase,0.8847309904551462
DRD2 Dopamine D2 receptor,0.8850066871494555
EIF5A Eukaryotic translation initiation factor 5A,0.8850066871494555
HRK1,0.8850066871494555
TFAP4 Transcription factor AP-4 (activating enhancer-binding protein 4)),0.8850066871494555
DAX-1,0.8853462141334902
"Lipid-activated, protein kinase PRK2 mRNA",0.8853462141334902
TINUR,0.8853462141334902
PCCA Propionyl-coA carboxylase alpha chain,0.8856378035196221
